image_name,xcoord,ycoord
SWC0299,5760,2880
SWC0299,5760,4320
SWC0299,7200,0
SWC0299,7200,1440
SWC0299,7200,2880
SWC0299,7200,4320
SWC0797,0,0
SWC0797,0,1440
SWC0797,0,2880
SWC0797,0,4320
SWC0797,1440,0
SWC0797,1440,1440
SWC0797,1440,2880
SWC0797,1440,4320
SWC0797,2880,0
SWC0797,2880,1440
SWC0797,2880,2880
SWC0797,2880,4320
SWC0797,4320,0
SWC0797,4320,1440
SWC0797,4320,2880
SWC0797,4320,4320
SWC0797,5760,0
SWC0797,5760,1440
SWC0797,5760,2880
SWC0797,5760,4320
SWC0797,7200,0
SWC0797,7200,1440
SWC0797,7200,2880
SWC0797,7200,4320
SWC1408,0,0
SWC1408,0,1440
SWC1408,0,2880
SWC1408,0,4320
SWC1408,1440,0
SWC1408,1440,1440
SWC1408,1440,2880
SWC1408,1440,4320
SWC1408,2880,0
SWC1408,2880,1440
SWC1408,2880,2880
SWC1408,2880,4320
SWC1408,4320,0
SWC1408,4320,1440
SWC1408,4320,2880
SWC1408,4320,4320
SWC1408,5760,0
SWC1408,5760,1440
SWC1408,5760,2880
SWC1408,5760,4320
SWC1408,7200,0
SWC1408,7200,1440
SWC1408,7200,2880
SWC1408,7200,4320
SWC0653,0,0
SWC0653,0,1440
SWC0653,0,2880
SWC0653,0,4320
SWC0653,1440,0
SWC0653,1440,1440
SWC0653,1440,2880
SWC0653,1440,4320
SWC0653,2880,0
SWC0653,2880,1440
SWC0653,2880,2880
SWC0653,2880,4320
SWC0653,4320,0
SWC0653,4320,1440
SWC0653,4320,2880
SWC0653,4320,4320
SWC0653,5760,0
SWC0653,5760,1440
SWC0653,5760,2880
SWC0653,5760,4320
SWC0653,7200,0
SWC0653,7200,1440
SWC0653,7200,2880
SWC0653,7200,4320
SWC0124,0,0
SWC0124,0,1440
SWC0124,0,2880
SWC0124,0,4320
SWC0124,1440,0
SWC0124,1440,1440
SWC0124,1440,2880
SWC0124,1440,4320
SWC0124,2880,0
SWC0124,2880,1440
SWC0124,2880,2880
SWC0124,2880,4320
SWC0124,4320,0
SWC0124,4320,1440
SWC0124,4320,2880
SWC0124,4320,4320
SWC0124,5760,0
SWC0124,5760,1440
SWC0124,5760,2880
SWC0124,5760,4320
SWC0124,7200,0
SWC0124,7200,1440
SWC0124,7200,2880
SWC0124,7200,4320
SWC0565,0,0
SWC0565,0,1440
SWC0565,0,2880
SWC0565,0,4320
SWC0565,1440,0
SWC0565,1440,1440
SWC0565,1440,2880
SWC0565,1440,4320
SWC0565,2880,0
SWC0565,2880,1440
SWC0565,2880,2880
SWC0565,2880,4320
SWC0565,4320,0
SWC0565,4320,1440
SWC0565,4320,2880
SWC0565,4320,4320
SWC0565,5760,0
SWC0565,5760,1440
SWC0565,5760,2880
SWC0565,5760,4320
SWC0565,7200,0
SWC0565,7200,1440
SWC0565,7200,2880
SWC0565,7200,4320
SWC1028,0,0
SWC1028,0,1440
SWC1028,0,2880
SWC1028,0,4320
SWC1028,1440,0
SWC1028,1440,1440
SWC1028,1440,2880
SWC1028,1440,4320
SWC1028,2880,0
SWC1028,2880,1440
SWC1028,2880,2880
SWC1028,2880,4320
SWC1028,4320,0
SWC1028,4320,1440
SWC1028,4320,2880
SWC1028,4320,4320
SWC1028,5760,0
SWC1028,5760,1440
SWC1028,5760,2880
SWC1028,5760,4320
SWC1028,7200,0
SWC1028,7200,1440
SWC1028,7200,2880
SWC1028,7200,4320
SWC0828,0,0
SWC0828,0,1440
SWC0828,0,2880
SWC0828,0,4320
SWC0828,1440,0
SWC0828,1440,1440
SWC0828,1440,2880
SWC0828,1440,4320
SWC0828,2880,0
SWC0828,2880,1440
SWC0828,2880,2880
SWC0828,2880,4320
SWC0828,4320,0
SWC0828,4320,1440
SWC0828,4320,2880
SWC0828,4320,4320
SWC0828,5760,0
SWC0828,5760,1440
SWC0828,5760,2880
SWC0828,5760,4320
SWC0828,7200,0
SWC0828,7200,1440
SWC0828,7200,2880
SWC0828,7200,4320
SWC1041,0,0
SWC1041,0,1440
SWC1041,0,2880
SWC1041,0,4320
SWC1041,1440,0
SWC1041,1440,1440
SWC1041,1440,2880
SWC1041,1440,4320
SWC1041,2880,0
SWC1041,2880,1440
SWC1041,2880,4320
SWC1041,4320,0
SWC1041,4320,1440
SWC1041,4320,2880
SWC1041,4320,4320
SWC1041,5760,0
SWC1041,5760,1440
SWC1041,5760,2880
SWC1041,5760,4320
SWC1041,7200,0
SWC1041,7200,1440
SWC1041,7200,2880
SWC1041,7200,4320
SWC1657,0,0
SWC1657,0,1440
SWC1657,0,2880
SWC1657,0,4320
SWC1657,1440,0
SWC1657,1440,1440
SWC1657,1440,2880
SWC1657,1440,4320
SWC1657,2880,0
SWC1657,2880,1440
SWC1657,2880,2880
SWC1657,2880,4320
SWC1657,4320,0
SWC1657,4320,1440
SWC1657,4320,2880
SWC1657,4320,4320
SWC1657,5760,0
SWC1657,5760,1440
SWC1657,5760,2880
SWC1657,5760,4320
SWC1657,7200,0
SWC1657,7200,1440
SWC1657,7200,2880
SWC1657,7200,4320
SWC1783,0,0
SWC1783,0,1440
SWC1783,0,2880
SWC1783,0,4320
SWC1783,1440,0
SWC1783,1440,1440
SWC1783,1440,2880
SWC1783,1440,4320
SWC1783,2880,0
SWC1783,2880,1440
SWC1783,2880,2880
SWC1783,2880,4320
SWC1783,4320,0
SWC1783,4320,1440
SWC1783,4320,2880
SWC1783,4320,4320
SWC1783,5760,0
SWC1783,5760,1440
SWC1783,5760,2880
SWC1783,5760,4320
SWC1783,7200,0
SWC1783,7200,1440
SWC1783,7200,2880
SWC1783,7200,4320
SWC0174,0,0
SWC0174,0,2880
SWC0174,0,4320
SWC0174,1440,0
SWC0174,1440,1440
SWC0174,1440,2880
SWC0174,1440,4320
SWC0174,2880,0
SWC0174,2880,1440
SWC0174,2880,2880
SWC0174,2880,4320
SWC0174,4320,0
SWC0174,4320,1440
SWC0174,4320,2880
SWC0174,4320,4320
SWC0174,5760,0
SWC0174,5760,1440
SWC0174,5760,2880
SWC0174,5760,4320
SWC0174,7200,0
SWC0174,7200,1440
SWC0174,7200,2880
SWC0174,7200,4320
SWC0068,0,0
SWC0068,0,1440
SWC0068,0,2880
SWC0068,0,4320
SWC0068,1440,0
SWC0068,1440,1440
SWC0068,1440,2880
SWC0068,1440,4320
SWC0068,2880,0
SWC0068,2880,1440
SWC0068,2880,2880
SWC0068,2880,4320
SWC0068,4320,0
SWC0068,4320,1440
SWC0068,4320,2880
SWC0068,4320,4320
SWC0068,5760,0
SWC0068,5760,1440
SWC0068,5760,2880
SWC0068,5760,4320
SWC0068,7200,0
SWC0068,7200,1440
SWC0068,7200,2880
SWC0068,7200,4320
SWC0245,0,0
SWC0245,0,1440
SWC0245,0,2880
SWC0245,0,4320
SWC0245,1440,0
SWC0245,1440,1440
SWC0245,1440,2880
SWC0245,1440,4320
SWC0245,2880,0
SWC0245,2880,1440
SWC0245,2880,2880
SWC0245,2880,4320
SWC0245,4320,0
SWC0245,4320,1440
SWC0245,4320,2880
SWC0245,4320,4320
SWC0245,5760,0
SWC0245,5760,1440
SWC0245,5760,2880
SWC0245,5760,4320
SWC0245,7200,0
SWC0245,7200,1440
SWC0245,7200,2880
SWC0245,7200,4320
SWC0943,0,0
SWC0943,0,1440
SWC0943,0,2880
SWC0943,0,4320
SWC0943,1440,0
SWC0943,1440,1440
SWC0943,1440,2880
SWC0943,1440,4320
SWC0943,2880,0
SWC0943,2880,1440
SWC0943,2880,2880
SWC0943,2880,4320
SWC0943,4320,0
SWC0943,4320,1440
SWC0943,4320,2880
SWC0943,4320,4320
SWC0943,5760,0
SWC0943,5760,1440
SWC0943,5760,2880
SWC0943,5760,4320
SWC0943,7200,0
SWC0943,7200,1440
SWC0943,7200,2880
SWC0943,7200,4320
SWC1676,0,0
SWC1676,0,1440
SWC1676,0,2880
SWC1676,0,4320
SWC1676,1440,0
SWC1676,1440,1440
SWC1676,1440,2880
SWC1676,1440,4320
SWC1676,2880,0
SWC1676,2880,1440
SWC1676,2880,2880
SWC1676,2880,4320
SWC1676,4320,0
SWC1676,4320,1440
SWC1676,4320,2880
SWC1676,4320,4320
SWC1676,5760,0
SWC1676,5760,1440
SWC1676,5760,2880
SWC1676,5760,4320
SWC1676,7200,0
SWC1676,7200,1440
SWC1676,7200,2880
SWC1676,7200,4320
SWC1421,0,0
SWC1421,0,1440
SWC1421,0,2880
SWC1421,0,4320
SWC1421,1440,0
SWC1421,1440,1440
SWC1421,1440,2880
SWC1421,1440,4320
SWC1421,2880,0
SWC1421,2880,1440
SWC1421,2880,2880
SWC1421,2880,4320
SWC1421,4320,0
SWC1421,4320,1440
SWC1421,4320,2880
SWC1421,4320,4320
SWC1421,5760,0
SWC1421,5760,1440
SWC1421,5760,2880
SWC1421,5760,4320
SWC1421,7200,0
SWC1421,7200,1440
SWC1421,7200,2880
SWC1421,7200,4320
SWC1274,0,0
SWC1274,0,1440
SWC1274,0,2880
SWC1274,0,4320
SWC1274,1440,0
SWC1274,1440,1440
SWC1274,1440,2880
SWC1274,1440,4320
SWC1274,2880,0
SWC1274,2880,1440
SWC1274,2880,2880
SWC1274,2880,4320
SWC1274,4320,0
SWC1274,4320,1440
SWC1274,4320,2880
SWC1274,4320,4320
SWC1274,5760,0
SWC1274,5760,2880
SWC1274,5760,4320
SWC1274,7200,0
SWC1274,7200,1440
SWC1274,7200,2880
SWC1274,7200,4320
SWC1009,0,0
SWC1009,0,1440
SWC1009,0,2880
SWC1009,0,4320
SWC1009,1440,0
SWC1009,1440,1440
SWC1009,1440,2880
SWC1009,1440,4320
SWC1009,2880,0
SWC1009,2880,1440
SWC1009,2880,2880
SWC1009,2880,4320
SWC1009,4320,0
SWC1009,4320,1440
SWC1009,4320,2880
SWC1009,4320,4320
SWC1009,5760,0
SWC1009,5760,1440
SWC1009,5760,4320
SWC1009,7200,0
SWC1009,7200,1440
SWC1009,7200,2880
SWC0204,0,0
SWC0204,0,1440
SWC0204,0,2880
SWC0204,0,4320
SWC0204,1440,0
SWC0204,1440,1440
SWC0204,1440,2880
SWC0204,1440,4320
SWC0204,2880,0
SWC0204,2880,1440
SWC0204,2880,2880
SWC0204,2880,4320
SWC0204,4320,0
SWC0204,4320,1440
SWC0204,4320,2880
SWC0204,4320,4320
SWC0204,5760,0
SWC0204,5760,1440
SWC0204,5760,2880
SWC0204,5760,4320
SWC0204,7200,0
SWC0204,7200,1440
SWC0204,7200,2880
SWC0204,7200,4320
SWC0975,0,0
SWC0975,0,1440
SWC0975,0,2880
SWC0975,0,4320
SWC0975,1440,0
SWC0975,1440,1440
SWC0975,1440,2880
SWC0975,1440,4320
SWC0975,2880,1440
SWC0975,2880,2880
SWC0975,2880,4320
SWC0975,4320,0
SWC0975,4320,1440
SWC0975,4320,2880
SWC0975,4320,4320
SWC0975,5760,0
SWC0975,5760,1440
SWC0975,5760,2880
SWC0975,5760,4320
SWC0975,7200,0
SWC0975,7200,1440
SWC0975,7200,2880
SWC0975,7200,4320
SWC0806,0,0
SWC0806,0,1440
SWC0806,0,2880
SWC0806,0,4320
SWC0806,1440,0
SWC0806,1440,1440
SWC0806,1440,2880
SWC0806,1440,4320
SWC0806,2880,0
SWC0806,2880,1440
SWC0806,2880,2880
SWC0806,2880,4320
SWC0806,4320,0
SWC0806,4320,1440
SWC0806,4320,2880
SWC0806,4320,4320
SWC0806,5760,0
SWC0806,5760,1440
SWC0806,5760,2880
SWC0806,5760,4320
SWC0806,7200,0
SWC0806,7200,1440
SWC0806,7200,2880
SWC0806,7200,4320
SWC1698,0,0
SWC1698,0,1440
SWC1698,0,2880
SWC1698,0,4320
SWC1698,1440,0
SWC1698,1440,1440
SWC1698,1440,2880
SWC1698,1440,4320
SWC1698,2880,0
SWC1698,2880,1440
SWC1698,2880,2880
SWC1698,2880,4320
SWC1698,4320,0
SWC1698,4320,1440
SWC1698,4320,2880
SWC1698,4320,4320
SWC1698,5760,0
SWC1698,5760,1440
SWC1698,5760,2880
SWC1698,5760,4320
SWC1698,7200,0
SWC1698,7200,1440
SWC1698,7200,2880
SWC1698,7200,4320
SWC1495,0,0
SWC1495,0,1440
SWC1495,0,2880
SWC1495,0,4320
SWC1495,1440,0
SWC1495,1440,1440
SWC1495,1440,2880
SWC1495,1440,4320
SWC1495,2880,0
SWC1495,2880,1440
SWC1495,2880,2880
SWC1495,2880,4320
SWC1495,4320,0
SWC1495,4320,1440
SWC1495,4320,2880
SWC1495,4320,4320
SWC1495,5760,0
SWC1495,5760,1440
SWC1495,5760,2880
SWC1495,5760,4320
SWC1495,7200,0
SWC1495,7200,1440
SWC1495,7200,2880
SWC1495,7200,4320
SWC0290,0,0
SWC0290,0,1440
SWC0290,0,2880
SWC0290,0,4320
SWC0290,1440,0
SWC0290,1440,1440
SWC0290,1440,2880
SWC0290,1440,4320
SWC0290,2880,0
SWC0290,2880,1440
SWC0290,2880,2880
SWC0290,2880,4320
SWC0290,4320,0
SWC0290,4320,1440
SWC0290,4320,2880
SWC0290,4320,4320
SWC0290,5760,0
SWC0290,5760,1440
SWC0290,5760,2880
SWC0290,5760,4320
SWC0290,7200,0
SWC0290,7200,1440
SWC0290,7200,2880
SWC0290,7200,4320
SWC1528,0,0
SWC1528,0,1440
SWC1528,0,2880
SWC1528,0,4320
SWC1528,1440,0
SWC1528,1440,1440
SWC1528,1440,2880
SWC1528,1440,4320
SWC1528,2880,0
SWC1528,2880,1440
SWC1528,2880,2880
SWC1528,2880,4320
SWC1528,4320,0
SWC1528,4320,1440
SWC1528,4320,2880
SWC1528,4320,4320
SWC1528,5760,0
SWC1528,5760,2880
SWC1528,5760,4320
SWC1528,7200,0
SWC1528,7200,1440
SWC1528,7200,2880
SWC1528,7200,4320
SWC1587,0,0
SWC1587,0,1440
SWC1587,0,2880
SWC1587,0,4320
SWC1587,1440,0
SWC1587,1440,1440
SWC1587,1440,2880
SWC1587,1440,4320
SWC1587,2880,0
SWC1587,2880,1440
SWC1587,2880,2880
SWC1587,2880,4320
SWC1587,4320,0
SWC1587,4320,1440
SWC1587,4320,2880
SWC1587,4320,4320
SWC1587,5760,0
SWC1587,5760,1440
SWC1587,5760,2880
SWC1587,5760,4320
SWC1587,7200,0
SWC1587,7200,1440
SWC1587,7200,2880
SWC1587,7200,4320
SWC0899,0,0
SWC0899,0,1440
SWC0899,0,2880
SWC0899,0,4320
SWC0899,1440,0
SWC0899,1440,1440
SWC0899,1440,2880
SWC0899,1440,4320
SWC0899,2880,0
SWC0899,2880,1440
SWC0899,2880,2880
SWC0899,2880,4320
SWC0899,4320,0
SWC0899,4320,1440
SWC0899,4320,2880
SWC0899,4320,4320
SWC0899,5760,0
SWC0899,5760,1440
SWC0899,5760,2880
SWC0899,5760,4320
SWC0899,7200,0
SWC0899,7200,1440
SWC0899,7200,2880
SWC0899,7200,4320
SWC1441,0,0
SWC1441,0,1440
SWC1441,0,2880
SWC1441,0,4320
SWC1441,1440,0
SWC1441,1440,1440
SWC1441,1440,2880
SWC1441,1440,4320
SWC1441,2880,0
SWC1441,2880,1440
SWC1441,2880,2880
SWC1441,2880,4320
SWC1441,4320,0
SWC1441,4320,1440
SWC1441,4320,2880
SWC1441,4320,4320
SWC1441,5760,0
SWC1441,5760,1440
SWC1441,5760,2880
SWC1441,7200,0
SWC1441,7200,1440
SWC1441,7200,2880
SWC1441,7200,4320
SWC1355,0,0
SWC1355,0,2880
SWC1355,0,4320
SWC1355,1440,0
SWC1355,1440,1440
SWC1355,1440,2880
SWC1355,1440,4320
SWC1355,2880,0
SWC1355,2880,1440
SWC1355,2880,2880
SWC1355,2880,4320
SWC1355,4320,0
SWC1355,4320,1440
SWC1355,4320,2880
SWC1355,4320,4320
SWC1355,5760,0
SWC1355,5760,1440
SWC1355,5760,2880
SWC1355,5760,4320
SWC1355,7200,0
SWC1355,7200,1440
SWC1355,7200,2880
SWC1355,7200,4320
SWC1335,0,0
SWC1335,0,1440
SWC1335,0,2880
SWC1335,0,4320
SWC1335,1440,0
SWC1335,1440,1440
SWC1335,1440,2880
SWC1335,1440,4320
SWC1335,2880,0
SWC1335,2880,1440
SWC1335,2880,2880
SWC1335,2880,4320
SWC1335,4320,0
SWC1335,4320,1440
SWC1335,4320,2880
SWC1335,4320,4320
SWC1335,5760,0
SWC1335,7200,0
SWC1335,7200,2880
SWC1335,7200,4320
SWC1040,0,0
SWC1040,0,1440
SWC1040,0,2880
SWC1040,0,4320
SWC1040,1440,0
SWC1040,1440,1440
SWC1040,1440,2880
SWC1040,1440,4320
SWC1040,2880,0
SWC1040,2880,1440
SWC1040,2880,2880
SWC1040,4320,0
SWC1040,4320,1440
SWC1040,4320,2880
SWC1040,4320,4320
SWC1040,5760,0
SWC1040,5760,1440
SWC1040,5760,2880
SWC1040,5760,4320
SWC1040,7200,0
SWC1040,7200,1440
SWC1040,7200,2880
SWC1040,7200,4320
SWC1501,0,0
SWC1501,0,1440
SWC1501,0,2880
SWC1501,0,4320
SWC1501,1440,0
SWC1501,1440,1440
SWC1501,1440,2880
SWC1501,1440,4320
SWC1501,2880,0
SWC1501,2880,1440
SWC1501,2880,2880
SWC1501,2880,4320
SWC1501,4320,0
SWC1501,4320,1440
SWC1501,4320,2880
SWC1501,4320,4320
SWC1501,5760,0
SWC1501,5760,1440
SWC1501,5760,2880
SWC1501,5760,4320
SWC1501,7200,0
SWC1501,7200,1440
SWC1501,7200,2880
SWC1501,7200,4320
SWC0927,0,0
SWC0927,0,1440
SWC0927,0,2880
SWC0927,0,4320
SWC0927,1440,0
SWC0927,1440,1440
SWC0927,1440,2880
SWC0927,1440,4320
SWC0927,2880,0
SWC0927,2880,1440
SWC0927,2880,2880
SWC0927,2880,4320
SWC0927,4320,0
SWC0927,4320,1440
SWC0927,4320,2880
SWC0927,4320,4320
SWC0927,5760,0
SWC0927,5760,1440
SWC0927,5760,2880
SWC0927,5760,4320
SWC0927,7200,0
SWC0927,7200,1440
SWC0927,7200,2880
SWC0927,7200,4320
SWC1422,0,0
SWC1422,0,1440
SWC1422,0,2880
SWC1422,0,4320
SWC1422,1440,0
SWC1422,1440,1440
SWC1422,1440,2880
SWC1422,1440,4320
SWC1422,2880,0
SWC1422,2880,1440
SWC1422,2880,2880
SWC1422,2880,4320
SWC1422,4320,0
SWC1422,4320,1440
SWC1422,4320,2880
SWC1422,4320,4320
SWC1422,5760,0
SWC1422,5760,1440
SWC1422,5760,2880
SWC1422,7200,0
SWC1422,7200,1440
SWC1422,7200,2880
SWC1422,7200,4320
SWC1206,0,0
SWC1206,0,1440
SWC1206,0,2880
SWC1206,0,4320
SWC1206,1440,0
SWC1206,1440,1440
SWC1206,1440,2880
SWC1206,1440,4320
SWC1206,2880,0
SWC1206,2880,1440
SWC1206,2880,2880
SWC1206,2880,4320
SWC1206,4320,0
SWC1206,4320,1440
SWC1206,4320,2880
SWC1206,4320,4320
SWC1206,5760,0
SWC1206,5760,1440
SWC1206,5760,2880
SWC1206,5760,4320
SWC1206,7200,0
SWC1206,7200,1440
SWC1206,7200,2880
SWC1206,7200,4320
SWC1186,0,0
SWC1186,0,1440
SWC1186,0,2880
SWC1186,0,4320
SWC1186,1440,0
SWC1186,1440,1440
SWC1186,1440,2880
SWC1186,1440,4320
SWC1186,2880,0
SWC1186,2880,1440
SWC1186,2880,2880
SWC1186,2880,4320
SWC1186,4320,0
SWC1186,4320,1440
SWC1186,4320,2880
SWC1186,4320,4320
SWC1186,5760,0
SWC1186,5760,1440
SWC1186,5760,2880
SWC1186,5760,4320
SWC1186,7200,0
SWC1186,7200,1440
SWC1186,7200,2880
SWC1186,7200,4320
SWC0864,0,0
SWC0864,0,1440
SWC0864,0,2880
SWC0864,0,4320
SWC0864,1440,0
SWC0864,1440,1440
SWC0864,1440,2880
SWC0864,1440,4320
SWC0864,2880,0
SWC0864,2880,1440
SWC0864,2880,2880
SWC0864,2880,4320
SWC0864,4320,0
SWC0864,4320,1440
SWC0864,4320,2880
SWC0864,4320,4320
SWC0864,5760,0
SWC0864,5760,1440
SWC0864,5760,2880
SWC0864,5760,4320
SWC0864,7200,0
SWC0864,7200,1440
SWC0864,7200,2880
SWC0864,7200,4320
SWC1390,0,0
SWC1390,0,1440
SWC1390,0,2880
SWC1390,0,4320
SWC1390,1440,0
SWC1390,1440,1440
SWC1390,1440,2880
SWC1390,1440,4320
SWC1390,2880,0
SWC1390,2880,1440
SWC1390,2880,2880
SWC1390,2880,4320
SWC1390,4320,0
SWC1390,4320,1440
SWC1390,4320,2880
SWC1390,4320,4320
SWC1390,5760,0
SWC1390,5760,1440
SWC1390,5760,2880
SWC1390,5760,4320
SWC1390,7200,0
SWC1390,7200,1440
SWC1390,7200,2880
SWC1390,7200,4320
SWC1124,0,0
SWC1124,0,1440
SWC1124,0,2880
SWC1124,0,4320
SWC1124,1440,0
SWC1124,1440,1440
SWC1124,1440,2880
SWC1124,1440,4320
SWC1124,2880,0
SWC1124,2880,1440
SWC1124,2880,2880
SWC1124,2880,4320
SWC1124,4320,0
SWC1124,4320,1440
SWC1124,4320,2880
SWC1124,4320,4320
SWC1124,5760,0
SWC1124,5760,1440
SWC1124,5760,2880
SWC1124,5760,4320
SWC1124,7200,0
SWC1124,7200,1440
SWC1124,7200,2880
SWC1124,7200,4320
SWC1756,0,0
SWC1756,0,1440
SWC1756,0,2880
SWC1756,0,4320
SWC1756,1440,0
SWC1756,1440,1440
SWC1756,1440,2880
SWC1756,1440,4320
SWC1756,2880,0
SWC1756,2880,1440
SWC1756,2880,2880
SWC1756,2880,4320
SWC1756,4320,0
SWC1756,4320,1440
SWC1756,4320,2880
SWC1756,4320,4320
SWC1756,5760,0
SWC1756,5760,1440
SWC1756,5760,2880
SWC1756,5760,4320
SWC1756,7200,0
SWC1756,7200,1440
SWC1756,7200,2880
SWC1756,7200,4320
SWC1544,0,0
SWC1544,0,1440
SWC1544,0,2880
SWC1544,0,4320
SWC1544,1440,0
SWC1544,1440,1440
SWC1544,1440,2880
SWC1544,1440,4320
SWC1544,2880,0
SWC1544,2880,1440
SWC1544,2880,2880
SWC1544,2880,4320
SWC1544,4320,0
SWC1544,4320,1440
SWC1544,4320,2880
SWC1544,4320,4320
SWC1544,5760,0
SWC1544,5760,1440
SWC1544,5760,2880
SWC1544,5760,4320
SWC1544,7200,0
SWC1544,7200,1440
SWC1544,7200,2880
SWC1544,7200,4320
SWC1239,0,0
SWC1239,0,1440
SWC1239,0,2880
SWC1239,0,4320
SWC1239,1440,0
SWC1239,1440,1440
SWC1239,1440,2880
SWC1239,1440,4320
SWC1239,2880,1440
SWC1239,2880,2880
SWC1239,2880,4320
SWC1239,4320,0
SWC1239,4320,1440
SWC1239,4320,2880
SWC1239,4320,4320
SWC1239,5760,0
SWC1239,5760,1440
SWC1239,5760,2880
SWC1239,5760,4320
SWC1239,7200,0
SWC1239,7200,1440
SWC1239,7200,2880
SWC1804,0,0
SWC1804,0,1440
SWC1804,0,2880
SWC1804,0,4320
SWC1804,1440,0
SWC1804,1440,1440
SWC1804,1440,2880
SWC1804,1440,4320
SWC1804,2880,0
SWC1804,2880,1440
SWC1804,2880,2880
SWC1804,2880,4320
SWC1804,4320,0
SWC1804,4320,1440
SWC1804,4320,2880
SWC1804,4320,4320
SWC1804,5760,0
SWC1804,5760,1440
SWC1804,5760,2880
SWC1804,5760,4320
SWC1804,7200,0
SWC1804,7200,1440
SWC1804,7200,2880
SWC1804,7200,4320
SWC1674,0,0
SWC1674,0,1440
SWC1674,0,2880
SWC1674,0,4320
SWC1674,1440,0
SWC1674,1440,1440
SWC1674,1440,2880
SWC1674,1440,4320
SWC1674,2880,0
SWC1674,2880,1440
SWC1674,2880,2880
SWC1674,2880,4320
SWC1674,4320,0
SWC1674,4320,1440
SWC1674,4320,2880
SWC1674,4320,4320
SWC1674,5760,0
SWC1674,5760,1440
SWC1674,5760,2880
SWC1674,5760,4320
SWC1674,7200,0
SWC1674,7200,1440
SWC1674,7200,2880
SWC1674,7200,4320
SWC0734,0,0
SWC0734,0,1440
SWC0734,0,2880
SWC0734,0,4320
SWC0734,1440,0
SWC0734,1440,1440
SWC0734,1440,2880
SWC0734,1440,4320
SWC0734,2880,0
SWC0734,2880,1440
SWC0734,2880,2880
SWC0734,2880,4320
SWC0734,4320,0
SWC0734,4320,1440
SWC0734,4320,2880
SWC0734,4320,4320
SWC0734,5760,0
SWC0734,5760,1440
SWC0734,5760,2880
SWC0734,5760,4320
SWC0734,7200,0
SWC0734,7200,1440
SWC0734,7200,2880
SWC0734,7200,4320
SWC1065,0,0
SWC1065,0,2880
SWC1065,0,4320
SWC1065,1440,0
SWC1065,1440,1440
SWC1065,1440,4320
SWC1065,2880,0
SWC1065,2880,1440
SWC1065,4320,0
SWC1065,4320,1440
SWC1065,4320,2880
SWC1065,4320,4320
SWC1065,5760,2880
SWC1065,7200,0
SWC1300,0,0
SWC1300,0,1440
SWC1300,0,2880
SWC1300,1440,0
SWC1300,1440,1440
SWC1300,1440,4320
SWC1300,2880,0
SWC1300,2880,1440
SWC1300,2880,2880
SWC1300,4320,0
SWC1300,4320,1440
SWC1300,4320,2880
SWC1300,4320,4320
SWC1300,5760,0
SWC1300,5760,1440
SWC1300,5760,2880
SWC1300,5760,4320
SWC1300,7200,0
SWC1300,7200,1440
SWC1300,7200,2880
SWC1300,7200,4320
SWC1481,0,0
SWC1481,0,1440
SWC1481,0,2880
SWC1481,0,4320
SWC1481,1440,0
SWC1481,1440,1440
SWC1481,1440,2880
SWC1481,1440,4320
SWC1481,2880,0
SWC1481,2880,1440
SWC1481,2880,2880
SWC1481,2880,4320
SWC1481,4320,0
SWC1481,4320,1440
SWC1481,4320,2880
SWC1481,4320,4320
SWC1481,5760,0
SWC1481,5760,1440
SWC1481,5760,2880
SWC1481,5760,4320
SWC1481,7200,0
SWC1481,7200,1440
SWC1481,7200,2880
SWC1481,7200,4320
SWC0241,0,0
SWC0241,0,1440
SWC0241,0,2880
SWC0241,0,4320
SWC0241,1440,0
SWC0241,1440,1440
SWC0241,1440,2880
SWC0241,1440,4320
SWC0241,2880,0
SWC0241,2880,1440
SWC0241,2880,2880
SWC0241,2880,4320
SWC0241,4320,0
SWC0241,4320,1440
SWC0241,4320,2880
SWC0241,4320,4320
SWC0241,5760,0
SWC0241,5760,1440
SWC0241,5760,2880
SWC0241,5760,4320
SWC0241,7200,0
SWC0241,7200,1440
SWC0241,7200,2880
SWC0241,7200,4320
SWC0045,0,0
SWC0045,0,1440
SWC0045,0,2880
SWC0045,0,4320
SWC0045,1440,0
SWC0045,1440,1440
SWC0045,1440,2880
SWC0045,1440,4320
SWC0045,2880,0
SWC0045,2880,1440
SWC0045,2880,2880
SWC0045,2880,4320
SWC0045,4320,0
SWC0045,4320,1440
SWC0045,4320,2880
SWC0045,4320,4320
SWC0045,5760,0
SWC0045,5760,1440
SWC0045,5760,2880
SWC0045,5760,4320
SWC0045,7200,0
SWC0045,7200,1440
SWC0045,7200,2880
SWC0045,7200,4320
SWC0271,0,0
SWC0271,0,1440
SWC0271,0,2880
SWC0271,0,4320
SWC0271,1440,0
SWC0271,1440,1440
SWC0271,1440,2880
SWC0271,1440,4320
SWC0271,2880,0
SWC0271,2880,1440
SWC0271,2880,2880
SWC0271,2880,4320
SWC0271,4320,0
SWC0271,4320,1440
SWC0271,4320,2880
SWC0271,4320,4320
SWC0271,5760,0
SWC0271,5760,1440
SWC0271,5760,2880
SWC0271,5760,4320
SWC0271,7200,0
SWC0271,7200,1440
SWC0271,7200,2880
SWC0271,7200,4320
SWC0272,0,0
SWC0272,0,1440
SWC0272,0,2880
SWC0272,0,4320
SWC0272,1440,0
SWC0272,1440,1440
SWC0272,1440,2880
SWC0272,1440,4320
