,image_name,xcoord,ycoord
5207,SWC0548,2147.1594649999997,631.2496164
5208,SWC0548,2014.5115670000002,1169.9975769999999
5209,SWC0548,2355.812594,1904.057879
5210,SWC0548,3000.8333190000003,3453.632814
5211,SWC0548,3365.94955,3385.179032
5212,SWC0548,5047.469527,1232.6146130000002
5214,SWC0548,4918.862096,2964.26552
5216,SWC0548,3786.5890950000003,3150.8209469999997
5217,SWC0548,5479.975762,2611.780952
5218,SWC0548,5781.162963000001,470.62677
5219,SWC0548,5989.672436,414.40439310000005
5220,SWC0548,5780.968366,873.1166757000001
5221,SWC0548,7279.889117000001,3092.058934
5225,SWC0548,6335.534354,2237.8799870000003
5227,SWC0548,5670.479683,3170.582723
5228,SWC0548,6715.151664,1948.7894420000002
5233,SWC0548,7105.942287999999,4844.7141520000005
5234,SWC0548,5909.785645,3538.5894049999997
5235,SWC0548,6173.154108,3323.381366
5259,SWC0571,4214.853196,119.8247399
5260,SWC0571,5420.094983,1299.775525
5261,SWC0571,4528.7164920000005,2552.7459879999997
5262,SWC0571,5075.313889999999,1696.2118280000002
5263,SWC0571,5495.652893,2231.73852
5264,SWC0571,5288.159284,1710.039761
5265,SWC0571,5892.703295,482.9957341
5266,SWC0571,5806.17525,1150.126916
5267,SWC0571,6268.067623,2912.677515
5268,SWC0571,7114.292405,4018.5944729999997
5270,SWC0571,7013.930074,3764.1896409999995
5272,SWC0572,284.735321,2541.974902
5273,SWC0572,2787.574247,4473.808327000001
5274,SWC0572,5451.817822,660.1638062000001
5278,SWC0572,5882.617439,2386.027339
5279,SWC0572,6690.2267,1981.1246449999999
5290,SWC0572,6458.908435,2729.6473760000003
5292,SWC0572,6556.334054,1701.100312
5295,SWC0572,7121.40153,2703.4026289999997
5304,SWC0572,6689.4553479999995,3866.728982
5306,SWC0572,7059.644071,4563.614173
5307,SWC0572,5948.257863,3689.718124
5309,SWC0573,3957.579139,2917.691284
5310,SWC0573,4550.446162,4764.571796
5311,SWC0573,6423.0855409999995,2070.057114
5312,SWC0574,1640.134655,1374.633079
5313,SWC0574,1600.836114,2333.660801
5314,SWC0574,216.2410812,3358.4975409999997
5317,SWC0574,2666.293575,2012.32975
5320,SWC0574,3320.616241,2893.7601170000003
5322,SWC0574,1870.6610440000002,2262.979578
5328,SWC0574,3049.808057,2554.472298
5335,SWC0574,3387.5934310000002,4698.263428
5337,SWC0574,3551.2484409999997,3534.108222
5339,SWC0574,3653.370211,4541.791475999999
5340,SWC0574,3052.455426,4319.647714
5341,SWC0574,3208.2573989999996,4603.755521
5342,SWC0574,3194.028151,3336.581118
5343,SWC0574,4823.608106000001,3108.193335
5349,SWC0574,4378.644636,3526.0639159999996
5350,SWC0574,3881.6295259999997,3938.3807590000006
5355,SWC0574,7140.541111,976.0573382000001
5357,SWC0574,6288.683540999999,954.5956203
5359,SWC0574,5717.338905,1030.1652179999999
5360,SWC0574,5586.731384000001,140.7086094
5361,SWC0574,6150.187223,1076.730243
5362,SWC0574,6008.332015,646.5786132999999
5363,SWC0574,6930.323713,3997.60185
5365,SWC0574,7196.116821,3787.0739320000002
5366,SWC0574,6541.96177,4472.740304
5367,SWC0574,5830.814433,4340.987561999999
5368,SWC0574,6142.744019,4008.265914
5370,SWC0574,7085.057999,3992.6417469999997
5373,SWC0575,2710.012451,3239.315874
5374,SWC0575,2232.224565,2784.78464
5375,SWC0575,5017.754386,2211.9214260000003
5377,SWC0575,6877.302024,2627.807523
5379,SWC0575,7062.18929,3240.861871
5463,SWC0602,1703.0936199999999,1447.610254
5465,SWC0602,830.4533203,702.5980754
5467,SWC0602,1701.118351,184.9373444
5468,SWC0602,986.2827433,263.6946665
5469,SWC0602,1525.264518,1059.092318
5470,SWC0602,13.80734944,931.5282199999999
5471,SWC0602,1548.003499,279.8866414
5472,SWC0602,162.5047287,2655.428658
5473,SWC0602,391.0271525,3069.319914
5474,SWC0602,20.34275884,3245.0160760000003
5479,SWC0602,1547.981177,3034.479948
5481,SWC0602,1364.624544,3104.2757079999997
5488,SWC0602,1551.8470109999998,3450.1112689999995
5491,SWC0602,434.21392419999995,3493.3418039999997
5492,SWC0602,2565.983573,1438.5764689999999
5493,SWC0602,2521.680559,1586.195809
5494,SWC0602,1944.220103,718.1663208
5495,SWC0602,2441.811584,1139.539019
5496,SWC0602,1917.609865,862.7745841
5497,SWC0602,2970.594029,771.6685442
5498,SWC0602,3150.7843190000003,948.1014056
5499,SWC0602,1953.916718,1196.9810439999999
5500,SWC0602,3177.6826079999996,1162.2202849999999
5501,SWC0602,1901.126776,2610.043098
5502,SWC0602,3210.8621420000004,2511.225753
5503,SWC0602,3587.7364880000005,2039.276755
5504,SWC0602,2657.473767,2422.344275
5505,SWC0602,2193.874207,2315.525403
5506,SWC0602,2321.8371620000003,2566.4817789999997
5507,SWC0602,2091.992816,2491.19729
5511,SWC0602,3801.1542289999998,748.7911662
5513,SWC0602,3952.9431759999998,193.44754030000001
5514,SWC0602,4386.787874000001,1460.592277
5515,SWC0602,4660.527055,1058.93138
5521,SWC0602,3749.00225,2680.200594
5531,SWC0602,6457.556013,1388.247829
5534,SWC0602,6799.783767,290.65524530000005
5537,SWC0602,7209.271484000001,1237.046051
5540,SWC0602,6419.205731,1574.933631
5544,SWC0602,7127.437573,98.97236329
5547,SWC0602,6252.9010530000005,1196.284799
5548,SWC0602,7240.448665000001,1985.489443
5549,SWC0602,7201.284302,1704.7478800000001
5550,SWC0603,1753.7156579999998,3171.682515
5551,SWC0603,3442.319255,1090.5320470000001
5555,SWC0603,4265.909485,1383.296556
5557,SWC0603,5154.03614,507.58989969999993
5560,SWC0603,4143.192305,1556.076491
5563,SWC0603,3759.6544340000005,979.8389718000001
5571,SWC0603,5351.336374,2186.624071
5579,SWC0603,5196.829213,1650.3420640000002
5581,SWC0603,4692.461007,3165.987095
5586,SWC0603,3802.5965409999994,1875.07134
5587,SWC0603,4781.314104,2676.524414
5589,SWC0603,5490.850734000001,2046.575777
5592,SWC0603,5026.813538,2469.706478
5594,SWC0603,5223.693316,2634.2277050000002
5595,SWC0603,3701.678983,4731.975375
5596,SWC0603,4482.610718,4892.0727289999995
5597,SWC0603,3770.795899,4865.436117
5599,SWC0603,5647.622615,990.9182536000001
5604,SWC0603,6124.307091,3885.8164950000005
5606,SWC0603,6495.116121999999,4530.4112829999995
5607,SWC0603,6415.48506,4344.236638
5608,SWC0603,6974.8264819999995,3679.631672
5615,SWC0603,7126.170758,4760.1932369999995
5617,SWC0603,6663.664738,3494.9032009999996
5618,SWC0603,6946.570369,3459.1206049999996
5621,SWC0604,2722.8461350000002,2107.8400030000003
5627,SWC0604,2650.3351989999996,1929.022827
5630,SWC0604,2144.6601809999997,4613.721957
5705,SWC0619,6070.953552,3925.991593
5706,SWC0619,6297.46346,3387.360182
5725,SWC0643,275.96529680000003,2171.142613
5726,SWC0643,1108.772142,2806.971548
5727,SWC0643,977.4357482999999,2632.9649289999998
5728,SWC0643,2421.949796,590.3064059
5730,SWC0643,3227.257039,1191.201894
5731,SWC0643,2263.1362870000003,417.3158133
5733,SWC0643,2626.905721,2171.531555
5734,SWC0643,2610.0652019999998,1991.686371
5735,SWC0643,2172.504364,3250.596214
5736,SWC0643,3001.3382850000003,2807.2009559999997
5737,SWC0643,3144.6850059999997,3606.785945
5739,SWC0643,5400.4749759999995,507.9404322
5747,SWC0643,3690.189669,1147.421648
5749,SWC0643,3954.9980570000002,1538.038493
5752,SWC0643,4645.070984,3147.052816
5755,SWC0643,4040.2959960000003,3248.368669
5756,SWC0643,5438.205654,2027.198238
5757,SWC0643,5504.892782,2573.3730010000004
5761,SWC0643,4352.283443,4030.9252520000005
5763,SWC0643,5017.277875,4193.543981
5765,SWC0643,4713.291572,4185.382294
5769,SWC0643,5109.025390999999,3958.023315
5771,SWC0643,3732.6359979999997,4130.9671880000005
5772,SWC0643,5204.757708,4169.336565
5774,SWC0643,4873.086251,4069.4534350000004
5775,SWC0643,5205.394008,3306.8320000000003
5776,SWC0643,4948.436829,3863.815971
5777,SWC0643,4035.7240189999998,3936.892678
5781,SWC0643,4902.288042,3434.7120270000005
5782,SWC0643,6211.578727,891.6651774000001
5793,SWC0643,5551.172578,3005.913461
5799,SWC0643,6561.880611,1746.791371
5801,SWC0643,6165.31095,2973.329761
5805,SWC0643,6985.965961,3617.154283
5806,SWC0643,7013.09751,4877.430786
5807,SWC0643,5633.3253460000005,3575.8202020000003
5808,SWC0643,5822.217985,3679.735845
5809,SWC0643,7339.468689,3395.876256
5811,SWC0643,7219.474168000001,3805.359666
5812,SWC0643,6041.207801,3492.611699
5813,SWC0643,7208.40733,4742.468459000001
5815,SWC0649,2775.659143,466.31981809999996
5816,SWC0649,1934.889804,587.3621962000001
5818,SWC0649,3740.338811,1212.417557
5826,SWC0674,1267.254488,1617.217299
5827,SWC0674,256.4709216,34.58840101
5828,SWC0674,430.66241449999995,1401.959815
5830,SWC0674,607.6050619,1750.895366
5835,SWC0674,1118.64424,3354.140838
5843,SWC0674,3322.020954,1507.922025
5844,SWC0674,3629.370493,2920.537516
5847,SWC0674,2271.84087,4894.0298299999995
5848,SWC0674,4716.206665,1254.1854449999998
5849,SWC0674,4765.1045380000005,2493.02932
5850,SWC0674,3832.8294960000003,3024.9845579999997
5853,SWC0674,4539.1573960000005,4897.974837
5855,SWC0674,5718.535369,179.29416609999998
5856,SWC0674,5572.516893999999,1379.87915
5857,SWC0674,5738.933792,36.54319286
5858,SWC0674,6555.668012,2131.782366
5859,SWC0674,7144.114665000001,2869.975496
5860,SWC0674,7080.142275,3661.573614
5862,SWC0674,6641.305425,4009.4600479999995
5863,SWC0674,6807.77502,3985.9421780000002
5864,SWC0674,6555.130083,4193.553835
5865,SWC0674,6944.669902,3817.0219829999996
6521,SWC0683,216.7880287,1209.593735
6522,SWC0683,1326.857141,1621.77348
6523,SWC0683,1167.905401,1931.272274
6524,SWC0683,98.41372331,2885.494486
6525,SWC0683,33.45798092,3816.8885130000003
6526,SWC0683,2123.966124,4824.991915
6527,SWC0683,2380.826372,4646.538487
6528,SWC0683,2603.907233,4240.188786
6529,SWC0683,3562.912262,4507.134543
6530,SWC0683,1978.6480739999997,4727.221522999999
6531,SWC0683,5230.912435,1268.8196890000002
6532,SWC0683,5170.4957380000005,3078.0260719999997
6533,SWC0683,3996.260138,1945.2069390000001
6534,SWC0683,6083.776717,530.3934843000001
6535,SWC0683,6477.406842,129.5206785
6536,SWC0683,5780.390064,53.76027023
6537,SWC0683,5753.585347,2672.5863059999997
6541,SWC0683,7187.007831999999,2314.176677
6542,SWC0683,6139.747648,2512.902566
6543,SWC0683,7322.219428,1713.23534
6544,SWC0683,7057.055489,2562.22026
6545,SWC0683,7027.066852,3123.859257
6547,SWC0683,6657.4560950000005,1741.619236
6548,SWC0683,5564.226724,3456.0437380000003
6551,SWC0683,5983.688922,3661.0873109999998
6553,SWC0683,5560.326959,3937.0956590000005
6641,SWC0685,2385.77375,688.5502179
6642,SWC0685,3594.4256479999995,2577.266949
6643,SWC0685,3354.617081,1649.9624800000001
6644,SWC0685,3202.103805,4203.10448
6645,SWC0685,2744.909473,3565.027289
6646,SWC0685,4374.158459,407.0435099
6654,SWC0685,3930.324578,1669.6956300000002
6655,SWC0685,4265.271859,2073.604244
6657,SWC0685,4673.901703,2385.488709
6658,SWC0685,3951.802236,2765.033724
6665,SWC0685,4374.128818,3876.9031170000003
6692,SWC0685,6702.829627,3758.538358
6699,SWC0685,6156.614587,4517.713403
6700,SWC0685,6939.078965000001,4492.202774
6701,SWC0685,6573.721200999999,4030.583772
6705,SWC0685,7312.472855,3856.6011350000003
6821,SWC0689,1113.374791,1437.602713
6823,SWC0689,168.9440664,881.2620138
6825,SWC0689,1756.3214719999999,2996.5089829999997
6826,SWC0689,1950.854955,916.2999381000001
6833,SWC0689,2706.284487,4635.67665
6837,SWC0689,4549.26275,3218.6678739999998
6839,SWC0689,3799.437735,2948.681986
6841,SWC0689,4571.704997,2375.781759
6842,SWC0689,4091.3726079999997,2376.711479
6843,SWC0689,4885.2779740000005,4863.801143
6844,SWC0689,4186.498421,3664.843429
6845,SWC0689,4989.515611,3693.742797
6846,SWC0689,3851.2048689999997,3400.3276149999997
6969,SWC0704,3531.813682,1699.4316489999999
6977,SWC0704,6840.0334379999995,1874.9416899999999
6979,SWC0704,6954.4270719999995,2058.9218140000003
6980,SWC0704,6689.984802,1805.433152
6981,SWC0704,6997.950348,3003.5614969999997
7019,SWC0706,1021.9243349999999,478.855193
7020,SWC0706,1714.892751,3071.613899
7021,SWC0706,1827.725031,4295.075773
7022,SWC0706,3183.371191,4231.2820759999995
7023,SWC0706,4063.390504,2315.3450789999997
7024,SWC0706,5017.287946,1984.8020179999999
7025,SWC0706,3707.128664,2342.288811
7026,SWC0706,7255.758395000001,1886.2738170000002
7029,SWC0707,2170.925418,653.5118408
7030,SWC0707,1987.237102,226.3579085
7031,SWC0707,2312.540306,3313.431748
7032,SWC0707,4197.173289,2094.01113
7148,SWC0711,1229.737869,221.0399628
7152,SWC0711,1529.327409,3504.814105
7153,SWC0711,743.8575243,3435.324703
7154,SWC0711,987.5977506000002,3822.8713049999997
7155,SWC0711,1343.852089,3560.056445
7157,SWC0711,1155.6191509999999,4889.994873
7158,SWC0711,1781.7863109999998,3839.0041979999996
7159,SWC0711,1822.2688280000002,4048.7170549999996
7161,SWC0711,2253.095803,158.6529289
7162,SWC0711,2452.779713,843.595116
7163,SWC0711,2311.651152,1534.127819
7164,SWC0711,2074.29328,1825.2886879999999
7165,SWC0711,1982.655173,4768.590631
7166,SWC0711,4907.615406,2410.866125
7167,SWC0711,3842.3972009999998,2792.890456
7168,SWC0711,4987.507501,4812.452397
7169,SWC0711,4864.607502000001,4671.843191
7170,SWC0711,5387.818268,3898.408229
7171,SWC0711,4255.5193659999995,4054.365913
7172,SWC0711,4144.551297,3836.701081
7236,SWC0714,758.5735866,359.3319255
7237,SWC0714,682.0728307999999,698.2547201
7238,SWC0714,941.5580858999999,842.1597835000001
7239,SWC0714,628.4659823,1015.07085
7240,SWC0714,798.3407248,1621.704882
7241,SWC0714,1484.946158,3205.5859140000002
7242,SWC0714,272.9913058,2464.264618
7243,SWC0714,1305.447627,2362.553916
7244,SWC0714,1000.810959,3357.5773520000002
7246,SWC0714,935.7075069,4184.7441929999995
7248,SWC0714,1668.0839230000001,3972.3518259999996
7249,SWC0714,1267.1607529999999,4850.893889
7252,SWC0714,3545.893761,2464.913641
7253,SWC0714,3459.627174,1973.2626710000002
7254,SWC0714,2908.515289,4721.096619
7255,SWC0714,5366.06977,2527.7361539999997
7257,SWC0714,5491.752886,2918.6896890000003
7259,SWC0714,5299.877366,2697.654368
7262,SWC0714,3957.691597,4700.165753
7263,SWC0714,5286.363316,4277.780561
7267,SWC0714,6341.159194,714.5675597999999
7268,SWC0714,6356.697123,249.39651690000002
7273,SWC0714,6599.329976,645.1908772999999
7276,SWC0714,6153.960474,1169.91276
7289,SWC0714,6189.740361,2001.6788379999998
7291,SWC0714,6949.061554000001,1854.5455940000002
7292,SWC0714,7182.354012999999,1759.162861
7294,SWC0714,5805.036223,2470.3194129999997
7297,SWC0714,6524.807699,1856.3461399999999
7300,SWC0714,6307.157671,3113.464709
7301,SWC0714,5944.190008,2570.559398
7305,SWC0714,5748.742705,2887.878592
7306,SWC0714,7025.26299,2142.167992
7309,SWC0714,5830.643075999999,4253.557005
7316,SWC0714,5564.467467,4438.675185
7321,SWC0715,1651.051303,868.9426982000001
7322,SWC0715,991.141618,2950.932441
7323,SWC0715,1228.7029519999999,2433.880499
7327,SWC0715,1377.836774,2879.118919
7332,SWC0715,1766.393875,2435.133023
7349,SWC0715,3652.690642,627.7609163
7351,SWC0715,3585.8741159999995,1218.244789
7354,SWC0715,2504.04131,1376.998257
7356,SWC0715,2634.815925,1693.060162
7357,SWC0715,1854.677211,3081.844887
7358,SWC0715,3409.803452,4001.0589600000003
7359,SWC0715,3249.531772,3414.080778
7360,SWC0715,3736.131338,336.8349257
7363,SWC0715,3848.6244149999998,1470.53024
7364,SWC0715,3799.1452659999995,1675.0680320000001
7371,SWC0715,5671.694888,2619.549652
7372,SWC0715,6339.938501,4052.035016
7374,SWC0715,6095.389264,4736.3893880000005
7375,SWC0716,985.4799587000001,2555.15812
7377,SWC0716,236.73860580000002,2176.801293
7381,SWC0716,1641.409474,1776.5135469999998
7399,SWC0716,2555.3481690000003,1910.2110329999998
7406,SWC0716,2719.801707,2171.316547
7419,SWC0716,2560.628856,4527.998296
7420,SWC0716,6500.08867,2588.938369
7421,SWC0716,6101.54737,4478.524595
7422,SWC0716,6800.836872,3386.476365
7423,SWC0716,6631.913049,4253.180858
7459,SWC0718,328.0946045,21.26646067
7460,SWC0718,460.1459226,3229.692306
7461,SWC0718,588.0573337999999,3047.227648
7559,SWC0721,434.44723380000005,1831.772215
7560,SWC0721,3246.93986,875.6486491000001
7561,SWC0721,3660.2403289999997,3559.6274689999996
7562,SWC0721,2610.587029,4775.83725
7563,SWC0721,3789.605665,1397.10383
7564,SWC0721,4119.470252,2358.614979
7565,SWC0721,4581.872151,2760.547817
7566,SWC0721,4815.100476,4599.331316
7567,SWC0721,4094.9563369999996,4077.4688520000004
7568,SWC0721,4571.242268999999,3294.156966
7569,SWC0721,5090.100519,4895.947532
7570,SWC0721,6627.115556000001,267.05338489999997
7571,SWC0721,6464.659737,1965.518339
7574,SWC0721,5673.375355,2476.8137899999997
7674,SWC0727,1166.753255,864.1069641
7675,SWC0727,2076.8005120000003,740.9502388999999
7676,SWC0727,3233.6836670000002,1371.029346
7677,SWC0727,1852.010963,1032.402427
7678,SWC0727,2795.74635,2459.3954350000004
7679,SWC0727,6416.416318,3997.604104
7715,SWC0755,3086.676459,3697.455439
7716,SWC0755,2857.858771,3324.847506
7717,SWC0755,2900.2088670000003,3652.931438
7718,SWC0755,5711.122724,2286.887627
7719,SWC0756,1728.132788,3147.8482670000003
7720,SWC0756,121.2371106,3899.755321
7729,SWC0765,1806.4581050000002,3321.717099
7731,SWC0765,1470.845776,4789.139526
7732,SWC0765,1170.21641,3586.134786
7733,SWC0765,1446.31425,3398.683695
7734,SWC0765,1272.981934,4517.285645
7737,SWC0765,2241.811671,1134.85107
7738,SWC0765,2814.336686,490.86004230000003
7739,SWC0765,3126.906323,3524.5054020000002
7782,SWC0769,6604.036652000001,2765.5717870000003
7783,SWC0769,6191.080655,3304.8424809999997
7784,SWC0769,6143.4477719999995,3487.145383
7893,SWC0773,1633.173744,561.8099318
7894,SWC0773,1684.1256629999998,1472.38698
7895,SWC0773,1751.132422,1741.159174
7896,SWC0773,1319.605599,4125.379806
7897,SWC0773,3482.633022,1530.8832400000001
7900,SWC0773,2751.864184,1429.532052
7908,SWC0773,2311.121478,2769.238428
7909,SWC0773,2223.6275960000003,3216.5187170000004
7912,SWC0773,4884.78094,495.62550710000005
7913,SWC0773,6099.933813000001,12.6018106
7916,SWC0773,6144.011035,2166.324618
8109,SWC0806,4628.595862,4203.949947
8110,SWC0809,3977.7514509999996,559.1267009
8111,SWC0809,5664.506003,2178.705762
8112,SWC0810,4048.374225,771.4938871
8113,SWC0810,7024.665370000001,857.6777300000001
8114,SWC0810,6489.402921,2543.324176
8115,SWC0810,7152.518920999999,4693.732084
8116,SWC0811,2453.669451,2347.561201
8117,SWC0811,6655.074219,2253.027372
8118,SWC0811,7326.950274,4353.014771
8119,SWC0812,5399.824402,2438.300001
8120,SWC0812,5769.20223,1134.885425
8121,SWC0812,6703.855809000001,1087.517944
8122,SWC0812,6726.609698,1352.08817
8125,SWC0812,6438.918854,2780.704189
8126,SWC0812,5989.921999,2750.599853
8127,SWC0812,7148.713454000001,4739.830275
8128,SWC0812,6887.961051,4741.911768
8129,SWC0812,6682.7100390000005,4666.658514
8130,SWC0812,7108.0521,3452.264735
8321,SWC0817,1277.674072,1045.4804199999999
8322,SWC0817,1070.124747,2535.466335
8323,SWC0817,1330.6671019999999,4734.666846
8324,SWC0817,2962.129063,333.31444
8325,SWC0817,3189.270935,464.119969
8328,SWC0817,4591.526925,512.0751931
8329,SWC0817,5231.906615999999,990.9646388
8332,SWC0817,6640.683995,226.1187417
8334,SWC0817,5929.010087,842.9907714999999
8335,SWC0817,6059.570203,571.3214518
8336,SWC0817,7141.777693999999,415.2443034
8337,SWC0817,7323.070923,2156.737043
8338,SWC0817,6116.3846189999995,1867.810941
8339,SWC0817,6501.757992,2706.1076329999996
8340,SWC0817,5546.874215,2049.31452
8342,SWC0831,1511.25313,290.7460349
8344,SWC0831,1327.277283,1393.141706
8367,SWC0831,889.2902527000001,3215.089861
8372,SWC0831,865.8298055,2602.3073
8376,SWC0831,1148.322892,1882.956235
8385,SWC0831,1533.406559,2501.395455
8386,SWC0831,1778.812945,2549.92712
8400,SWC0831,1713.885539,1798.2105649999999
8414,SWC0831,443.01309860000003,4080.9172670000003
8422,SWC0831,277.41892789999997,4485.461156
8434,SWC0831,804.3237741,4505.512468999999
8452,SWC0835,2446.77623,1816.756747
8453,SWC0835,2538.816585,1666.05761
8457,SWC0835,5375.0938479999995,1560.4262820000001
8458,SWC0835,4680.411419,2295.4737210000003
8463,SWC0835,6586.546364,1611.991566
8464,SWC0835,5588.522598,557.7357687000001
8466,SWC0835,5833.590693,2842.235006
8467,SWC0835,5738.072564,2544.5958140000002
8471,SWC0835,6942.7468819999995,1837.7031190000002
8472,SWC0835,6185.04926,2622.986786
8473,SWC0835,5579.3293969999995,2946.786732
8477,SWC0835,5708.623034,4673.194118
8481,SWC0835,6038.788971,3535.5123270000004
8575,SWC0840,729.2665592999999,1470.463849
8576,SWC0841,597.6201512,4342.022874
8577,SWC0841,673.3953904,4758.982976
8578,SWC0841,2033.691441,443.69363619999996
8579,SWC0841,3100.580645,1426.6809
8580,SWC0841,3476.7851159999996,2973.287598
8581,SWC0841,1955.896359,1846.382834
8582,SWC0841,2750.786474,4177.79364
8583,SWC0841,3465.152482,3340.30964
8584,SWC0841,2310.012264,3432.8819320000002
8585,SWC0841,3015.749032,3573.046254
8586,SWC0841,3142.49305,4106.571126
8587,SWC0841,4212.0552609999995,173.56466980000002
8588,SWC0841,4159.901778,1341.056006
8589,SWC0841,5300.093929,495.25861
8590,SWC0841,4243.302711,4310.329656
8591,SWC0841,7015.898071,1529.5757119999998
8592,SWC0841,5753.806296,187.89661
8593,SWC0841,6581.74,2906.809035
8594,SWC0841,6693.122653,2138.897442
8596,SWC0841,7036.265465,1848.124796
8597,SWC0841,6584.15378,1845.0352710000002
8598,SWC0841,6592.606962,2436.765658
8600,SWC0841,5847.703846,3350.680805
8601,SWC0841,6916.478816,3314.986738
8602,SWC0842,1719.8231030000002,1487.397766
8603,SWC0842,1944.158583,4151.345731
8604,SWC0842,6070.159928,1888.917402
8663,SWC0847,437.57583619999997,618.9460083
8664,SWC0847,926.0227138,1628.714129
8665,SWC0847,2921.336689,626.7913537000001
8667,SWC0847,2923.948346,367.5285316
8669,SWC0847,2930.174264,4005.3976310000003
8674,SWC0847,5085.615582,3106.7999449999998
8685,SWC0849,537.4646159,2776.389006
8687,SWC0849,3289.271509,750.2185547
8688,SWC0849,2405.3231809999997,2840.830566
8689,SWC0849,3949.273257,8.605074144
8690,SWC0849,5274.75565,3825.43083
8691,SWC0849,4939.555729,3425.062243
8692,SWC0849,5407.748064,4358.88991
8693,SWC0849,6861.571997,1520.720727
8694,SWC0849,6941.023494,860.2717528999999
8695,SWC0849,6065.590742,1318.685442
8696,SWC0849,6438.102075,354.1231099
8697,SWC0849,7139.507487000001,306.7367838
8698,SWC0849,6738.130477,35.00637042
8699,SWC0849,6869.267415,362.46237389999993
8700,SWC0849,6147.858550999999,2533.699799
8701,SWC0849,6001.050829,2410.8322670000002
8702,SWC0849,6657.652938,4312.296574
8750,SWC0852,2600.2180989999997,4898.2470299999995
8751,SWC0852,2297.991665,4894.762912
8755,SWC0855,802.555542,3166.8033969999997
8763,SWC0855,5050.771657,776.8777568
8767,SWC0855,4465.976222,29.27743967
8769,SWC0855,7202.06853,4757.252539
8770,SWC0855,7337.656494,3435.143239
8951,SWC0870,409.735907,2160.729635
8952,SWC0870,658.417062,4410.735735
8953,SWC0870,1166.062733,4439.309504
8954,SWC0870,6649.529224,596.1475707999999
8955,SWC0870,6727.521419,1454.036548
9069,SWC0875,6995.4755319999995,3225.681125
9145,SWC0933,5757.222097999999,4151.633352000001
9146,SWC0933,6039.985638,3931.969281
9147,SWC0933,7266.475351000001,4383.451106
9148,SWC0933,7079.689425,4230.828379
9638,SWC0936,1512.436637,1300.796718
9640,SWC0936,134.0212262,1050.678711
9641,SWC0936,1646.0831210000001,216.24693650000003
9642,SWC0936,787.8782756,287.6812805
9645,SWC0936,99.47799213,2880.690674
9647,SWC0936,838.0091318,1946.912138
9648,SWC0936,539.8295757999999,2608.535668
9649,SWC0936,277.8075162,2898.721492
9650,SWC0936,489.43510080000004,3151.694223
9651,SWC0936,1525.8905519999998,3012.190478
9654,SWC0936,1222.432242,2872.196918
9657,SWC0936,566.5386306,1807.07845
9658,SWC0936,1011.6042679999999,3162.758901
9659,SWC0936,1825.2222550000001,2203.309501
9660,SWC0936,329.9386033,2723.750789
9664,SWC0936,1521.4998289999999,3158.154053
9666,SWC0936,1478.116145,1806.201466
9670,SWC0936,28.02596488,4559.190477
9672,SWC0936,70.42075507,4830.713318
9673,SWC0936,714.8473836000001,3554.1178979999995
9677,SWC0936,949.7883442,4146.141681
9680,SWC0936,331.2036886,4117.614209
9682,SWC0936,846.5253784,3901.093469
9688,SWC0936,1780.877755,3792.300973
9691,SWC0936,2415.77781,515.8778907999999
9692,SWC0936,2716.961731,317.6783003
9693,SWC0936,1972.084075,4093.02662
10181,SWC0943,283.4346975,420.65300240000005
10184,SWC0943,1133.70388,1146.316246
10185,SWC0943,1157.610971,1546.845055
10187,SWC0943,190.69197749999998,1174.798927
10188,SWC0943,1696.1949690000001,900.1286964
10189,SWC0943,466.970129,1152.221924
10191,SWC0943,1133.373024,853.2733268999999
10193,SWC0943,314.7719317,2581.708729
10194,SWC0943,1547.037809,1932.4359739999998
10195,SWC0943,593.0704346,2767.22076
10196,SWC0943,661.6745728,1912.003929
10197,SWC0943,1700.641384,3155.062448
10198,SWC0943,690.5298897999999,3116.147888
10199,SWC0943,389.3993896,2935.478247
10200,SWC0943,1364.307609,1719.200443
10201,SWC0943,1401.199906,3438.328738
10204,SWC0943,1336.152002,3586.1824460000003
10206,SWC0943,1812.7726440000001,4670.001892
10207,SWC0943,564.8554993,4536.762242
10209,SWC0943,3165.472402,384.56046289999995
10212,SWC0943,2210.36568,1196.8984560000001
10214,SWC0943,2214.446761,590.4204571
10215,SWC0943,2184.286109,214.55753739999997
10216,SWC0943,2901.553936,1148.5175689999999
10219,SWC0943,2986.1257,2653.669214
10220,SWC0943,3592.069173,2018.2237670000002
10221,SWC0943,2787.9075620000003,2501.374202
10222,SWC0943,3419.4026289999997,1944.679443
10223,SWC0943,2869.783183,2173.98324
10224,SWC0943,3207.2064370000003,2483.67548
10225,SWC0943,3154.796291,2822.090716
10226,SWC0943,2793.22644,1784.544036
10230,SWC0943,2335.279692,4258.472258
10231,SWC0943,3026.483689,4640.263886
10232,SWC0943,3383.5789549999995,4219.377934
10233,SWC0943,3320.010238,4377.92085
10235,SWC0943,3700.66848,153.0271179
10236,SWC0943,3912.2490350000003,2106.5967100000003
10237,SWC0943,4014.2575509999997,2208.7620739999998
10238,SWC0943,3970.4775700000005,2833.994193
10239,SWC0943,3699.852295,2531.874638
10240,SWC0943,3964.3780659999998,4262.877881
10243,SWC0943,3890.924529,3442.512106
10246,SWC0943,6060.766134,740.1639557
10247,SWC0943,5966.8501590000005,4894.093479
10263,SWC0948,1089.522038,460.7075317
